index,rank,Protocol,Domain,Primary,Path,Num_Paths,Num_Symbol
625106,5.19,0,3,3,39,4,8
627020,4.62,0,6,7,64,5,8
612252,4.53,0,3,12,22,3,6
626870,4.94,0,3,6,11,3,4
644725,5.74,0,3,9,28,4,7
626293,5.15,0,2,10,21,3,6
626002,3.84,0,19,5,34,2,8
608160,4.73,0,3,4,10,2,4
647179,5.13,0,3,14,15,2,4
630691,6.55,0,3,6,32,5,7
618727,4.88,0,7,8,11,1,4
514696,4.42,0,2,18,22,3,5
638571,0.0,0,2,14,9,1,4
640708,3.54,0,3,16,28,2,8
611826,4.76,0,3,3,44,2,9
610786,4.9,0,6,4,52,3,10
641580,0.0,0,3,9,22,2,5
638511,3.25,0,3,9,8,1,4
648134,0.0,0,10,6,13,1,4
610659,3.75,0,3,16,20,3,5
633064,2.76,0,2,11,28,2,7
646881,3.11,0,3,13,18,1,5
630686,2.91,0,15,8,8,1,4
605987,4.79,0,17,4,185,3,23
124827,0.0,0,9,18,0,0,2
605697,1.68,0,3,12,23,1,4
605362,0.0,0,2,18,13,1,5
634764,4.9,0,11,10,17,1,5
610251,2.48,0,3,10,11,2,4
617561,0.0,0,3,8,15,1,4
641173,4.92,0,7,4,17,2,5
615521,4.87,0,3,9,22,2,5
611381,3.0,0,3,10,24,1,7
644619,6.31,0,5,8,42,5,9
647190,8.63,0,13,2,10,2,4
627341,3.89,0,2,13,16,3,6
649074,3.66,0,3,10,29,2,5
625177,3.19,0,3,10,24,1,7
628226,4.57,0,21,3,6,2,6
605678,3.91,0,3,11,15,1,4
618463,8.63,0,13,2,37,2,10
609870,4.54,0,9,6,49,3,8
647111,0.0,0,3,7,12,1,4
613488,4.56,0,3,19,13,1,5
636417,0.0,0,3,9,9,1,4
646916,4.09,0,3,6,18,2,6
617680,4.09,0,3,12,35,2,8
609967,4.55,0,13,3,29,5,9
629850,6.62,0,3,3,21,3,5
620516,4.13,0,18,3,20,2,7
640927,4.59,0,3,5,6,2,3
437758,1.23,0,5,7,29,4,8
642087,8.63,0,13,2,9,2,5
644341,4.67,0,3,8,69,5,15
627938,0.0,0,24,4,3,2,7
643579,4.23,0,2,5,8,1,4
620407,3.21,0,17,5,10,1,4
629378,4.72,0,8,4,39,5,11
618203,5.03,0,3,6,22,1,4
605166,1.27,0,3,6,32,3,7
618501,4.65,0,3,6,33,3,7
625358,4.8,0,3,8,14,1,5
624078,4.58,0,3,9,21,1,4
624989,4.23,0,3,8,33,3,6
608113,0.0,0,16,10,12,2,6
609986,6.1,0,7,4,29,4,8
649152,8.63,0,13,2,25,2,7
643454,4.09,0,3,7,13,2,5
611882,3.4,0,2,3,110,4,24
631467,3.32,0,3,7,6,2,3
646704,4.25,0,3,3,22,3,5
617119,3.69,0,3,16,16,1,4
607066,1.5,0,3,9,18,2,5
625660,4.5,0,3,9,19,1,3
628118,2.78,0,12,7,42,3,10
630827,3.54,0,3,8,10,2,3
632552,2.75,0,3,7,16,2,4
532999,4.79,1,2,4,96,3,19
633605,4.16,0,12,5,16,1,7
641370,5.15,0,15,6,18,1,6
630524,3.66,0,3,10,56,6,12
639290,4.77,0,14,4,14,1,5
644354,4.53,0,13,7,22,2,8
629022,3.85,0,3,8,21,2,5
607314,0.0,0,2,6,12,1,4
632725,4.54,0,2,9,33,3,8
603836,4.57,0,3,12,8,2,4
632306,5.42,0,3,11,11,2,4
645769,4.72,0,3,8,32,3,8
603987,4.62,0,5,13,21,2,6
649486,2.76,0,3,11,16,1,5
635655,2.23,0,6,7,16,3,6
455296,4.6,1,5,5,101,7,22
626530,2.82,0,2,6,4,2,3
634660,6.09,0,10,5,20,1,5
630680,0.0,0,16,7,17,2,5
634608,4.41,0,3,10,16,1,4
633162,4.88,0,3,8,5,1,2
646606,4.88,0,3,7,21,2,5
608502,2.94,0,3,17,9,1,4
646414,5.99,0,3,13,47,3,8
624233,5.19,0,7,6,49,1,12
632763,3.34,0,2,6,18,3,5
626356,4.59,0,8,3,5,2,4
613303,4.79,0,14,3,22,3,7
613694,4.85,0,12,6,8,1,5
639128,5.66,0,8,8,38,2,8
637707,4.91,0,14,7,10,2,6
605937,0.0,0,9,9,9,1,5
611359,0.0,0,2,13,13,1,5
637941,3.11,0,8,10,10,1,4
613495,4.53,0,6,6,11,2,4
636406,3.6,0,3,11,32,2,6
603760,2.88,0,3,12,22,2,5
646304,4.71,0,3,14,16,1,5
639990,4.55,0,3,6,17,2,4
616796,2.7,0,3,13,20,3,6
608881,4.55,0,3,14,13,1,4
640389,3.76,0,15,4,26,3,6
621049,4.52,0,3,5,16,2,4
630740,5.07,0,7,7,38,5,9
646030,4.64,0,12,4,26,2,6
645807,2.93,0,2,13,22,3,4
650496,4.56,0,12,5,52,4,12
649478,0.0,0,10,10,5,1,3
606729,4.61,0,10,8,31,2,6
642632,3.92,0,9,5,20,2,7
609036,5.13,0,3,4,23,3,6
627027,3.46,0,3,12,7,2,3
643632,4.92,0,3,13,22,2,5
633426,4.76,0,3,8,17,4,6
643565,4.04,0,3,9,31,4,6
609761,3.1,0,13,3,23,3,6
627204,4.83,0,7,2,22,4,7
619877,6.5,0,13,2,20,2,5
614024,4.6,0,8,3,46,4,10
439659,0.0,0,3,15,26,3,6
611762,5.4,0,2,8,26,3,6
633877,4.61,0,2,5,47,5,13
637842,4.62,0,3,15,33,2,7
632647,3.08,0,9,4,19,3,7
636322,3.57,0,3,7,12,2,4
612887,2.91,0,3,14,6,2,4
645382,3.75,0,3,10,11,1,4
611179,4.54,0,3,28,12,1,4
610150,2.77,0,3,12,32,2,5
649315,4.84,0,15,9,31,3,8
605030,3.1,0,2,6,40,2,7
633330,4.1,0,12,7,44,3,11
647786,1.54,0,13,4,5,2,4
636964,3.46,0,2,7,11,2,4
624386,4.78,0,3,7,58,6,11
630414,3.34,0,3,7,43,3,10
637551,3.56,0,3,10,22,3,5
634055,4.97,0,3,7,58,2,9
610958,4.59,0,3,11,29,3,6
615738,4.57,0,3,7,22,2,5
632611,3.39,0,3,5,20,3,5
630469,3.5,0,15,4,14,1,6
636073,3.3,0,2,9,5,2,3
615615,8.63,0,13,2,22,2,8
626666,4.21,0,3,10,15,1,4
638082,3.6,0,3,14,27,2,6
620845,5.07,0,3,7,25,3,6
628143,4.71,0,3,8,32,3,6
614523,4.65,0,3,5,25,3,6
633405,4.91,0,3,10,16,2,4
636552,4.58,0,28,2,36,2,9
635332,3.55,0,3,10,14,1,5
631770,3.08,0,9,8,29,4,10
631924,4.0,0,9,5,33,4,7
631175,5.22,0,3,11,34,1,8
640052,8.63,0,13,2,21,2,5
626628,2.24,0,3,6,19,1,5
625851,1.9,0,3,9,7,2,3
617344,5.08,0,3,12,11,2,4
632171,5.16,0,13,9,11,2,4
635853,3.92,0,3,8,21,2,5
640540,4.48,0,3,12,28,3,7
631700,2.74,0,2,13,21,2,8
633336,4.57,0,3,11,19,3,4
635802,4.74,0,3,7,29,4,9
632074,5.04,0,8,7,20,1,6
633106,6.62,0,3,3,42,5,9
608211,1.29,0,2,15,17,1,6
637920,3.36,0,3,13,22,2,5
635836,3.74,0,3,10,42,3,9
637006,3.34,0,3,7,23,1,6
613256,5.37,0,2,3,20,1,7
606654,2.96,0,8,6,9,2,4
631470,3.93,0,3,7,27,2,4
649216,5.74,0,3,9,23,3,5
646526,2.54,0,2,7,21,3,8
327078,0.0,0,3,11,29,3,7
611854,3.42,0,3,9,53,2,15
620171,4.79,0,16,21,39,4,11
605918,2.79,0,3,14,20,1,5
636561,5.85,0,6,4,26,3,7
650892,4.66,0,3,14,32,3,7
633423,5.03,0,3,6,6,1,2
625765,3.21,0,3,9,18,1,6
629430,4.72,0,3,20,17,3,5
606463,3.89,0,3,11,16,3,5
638520,3.87,0,3,5,23,2,4
612290,4.68,0,3,9,31,4,6
637371,4.64,0,10,5,13,2,5
636043,6.55,0,3,6,11,2,4
647210,0.0,0,10,7,12,1,4
606620,4.71,0,3,10,26,3,6
617979,3.41,0,5,14,20,1,7
624603,4.77,0,5,3,14,3,5
629780,4.68,0,15,3,22,4,7
640889,4.54,0,11,5,24,3,7
637271,5.32,0,3,8,28,3,6
618140,5.79,0,3,2,26,3,6
633337,4.57,0,3,11,18,3,4
624317,4.37,0,3,11,13,1,4
610290,4.53,0,3,9,9,1,4
618978,4.79,0,3,13,10,2,3
610502,5.14,0,7,10,24,2,5
626987,4.64,0,14,3,28,4,6
640228,3.36,0,11,8,18,2,5
624761,4.74,0,3,11,11,2,4
629798,3.38,0,13,7,38,3,9
616480,5.69,0,3,15,26,3,5
628981,3.4,0,9,8,7,3,5
637969,3.52,0,24,9,21,1,7
630004,8.63,0,13,2,29,2,8
607336,3.31,0,3,12,15,1,4
629092,4.81,0,2,6,20,2,5
643747,2.91,0,3,5,12,2,4
610109,4.62,0,3,11,14,1,5
641744,4.72,0,11,6,22,4,7
643717,5.5,0,3,3,12,2,4
628092,4.53,0,3,7,10,3,4
625860,2.88,0,6,9,16,1,6
644273,3.65,0,3,8,13,1,4
625331,4.73,0,9,4,9,2,5
626469,4.96,0,3,5,16,2,5
625013,3.65,0,2,16,13,2,5
629570,4.53,0,15,8,18,2,8
634751,2.47,0,6,5,17,2,6
638264,5.44,0,3,15,18,2,5
624070,4.0,0,3,4,28,2,6
612253,4.77,0,3,13,12,1,4
611797,3.67,0,3,9,37,3,6
630797,4.7,0,3,15,26,3,6
611431,4.91,0,6,3,39,4,8
642074,8.63,0,13,2,17,3,6
603471,0.0,0,3,19,10,1,4
632966,4.69,0,10,8,26,4,7
647234,2.73,0,3,12,24,2,5
619642,5.03,0,12,9,33,2,6
633817,2.61,0,3,17,17,2,4
618634,5.85,0,3,8,25,2,5
395188,0.0,0,3,15,28,3,6
633152,4.82,0,6,2,52,6,13
637832,4.87,0,13,6,22,1,6
644921,4.52,0,5,9,20,3,7
625268,4.56,0,3,7,28,3,7
643942,4.54,0,10,10,23,2,5
609335,4.46,0,6,8,24,3,7
631521,8.63,0,13,2,32,2,8
625885,6.63,0,14,5,29,4,6
625648,4.8,0,3,12,14,3,4
614391,2.36,0,3,6,12,1,5
638772,3.31,0,10,12,10,1,4
608890,6.77,0,3,8,37,4,7
638445,4.0,0,3,13,16,3,5
650132,2.15,0,13,8,13,1,5
634056,5.05,0,3,13,31,2,8
614800,4.47,0,2,9,11,3,4
633966,5.04,0,3,6,7,1,3
620452,4.68,0,3,10,12,3,4
639781,1.85,0,3,13,23,2,5
611419,4.88,0,3,6,53,4,11
635830,4.81,0,11,6,21,4,7
643142,2.98,0,3,10,30,3,6
606148,1.88,0,3,4,23,2,5
650632,5.06,0,3,4,58,4,12
646188,4.93,0,10,9,30,3,8
639638,4.76,0,3,13,10,2,3
642383,4.1,0,3,5,30,2,7
618477,5.82,0,12,4,33,4,8
627107,0.0,0,2,17,4,2,4
624843,4.54,0,3,15,13,2,4
649694,0.0,0,13,7,12,2,4
610765,5.7,0,3,8,26,2,5
637153,2.8,0,3,14,20,2,5
608718,0.0,0,3,16,8,1,4
628094,4.53,0,3,7,6,2,3
605545,0.0,0,3,10,10,2,4
644786,2.49,0,13,6,30,1,8
610435,5.33,0,3,5,19,2,4
607581,2.63,0,3,8,10,1,3
610202,5.03,0,3,14,20,2,5
607552,5.04,0,3,10,8,2,3
609360,4.55,0,3,16,23,3,7
636226,2.79,0,3,9,32,3,8
627098,4.69,0,3,3,25,2,5
618134,3.73,0,9,5,23,2,5
642791,6.55,0,3,6,12,2,4
604808,4.54,0,3,13,12,2,4
610909,5.34,0,3,9,23,2,6
644871,4.08,0,3,7,5,2,3
614331,6.37,0,8,4,28,2,6
620426,6.37,0,7,6,77,3,9
629963,8.63,0,13,2,9,2,4
649178,3.23,0,3,9,8,1,3
608708,2.54,0,3,14,11,1,5
642063,8.63,0,13,2,12,2,4
635573,4.11,0,15,5,13,2,5
648250,3.2,0,5,13,19,1,7
648609,5.58,0,9,6,24,2,7
637052,4.83,0,3,10,16,1,4
633571,4.14,0,5,7,39,5,10
635017,4.79,0,3,13,10,2,4
647312,4.77,0,6,9,27,2,7
618652,3.95,0,3,9,68,5,13
610758,3.95,0,3,12,17,2,5
648430,6.31,0,5,8,10,1,4
610271,4.76,0,20,9,6,2,5
620969,3.55,0,7,3,27,3,7
620487,4.63,0,3,10,16,1,4
606246,2.37,0,5,8,17,2,6
638249,2.13,0,6,3,35,1,8
644497,4.91,0,3,13,33,2,11
617970,4.67,0,3,11,16,1,4
650186,1.14,0,3,14,16,2,5
646432,4.91,0,14,7,10,2,6
645161,2.39,0,16,7,20,2,6
615875,4.27,0,3,8,8,1,3
650675,4.99,0,3,14,25,3,6
604358,2.8,0,3,11,7,1,4
606021,2.47,0,3,8,14,2,4
635789,0.0,0,3,14,10,1,4
633349,8.63,0,13,2,18,2,6
620773,1.07,0,2,3,3,2,4
608606,0.0,0,3,12,8,1,4
631471,5.7,0,3,9,2,1,2
633896,4.64,0,3,16,10,2,4
639084,5.15,0,15,6,18,1,6
609110,0.0,0,3,14,20,1,5
617724,5.01,0,3,6,32,5,8
644559,4.08,0,3,10,16,2,5
636774,8.63,0,13,2,39,2,6
616656,8.63,0,13,2,24,2,5
635729,4.2,0,6,4,59,4,13
645446,3.26,0,3,7,4,2,3
603456,3.42,0,3,13,21,3,4
630663,0.0,0,8,6,9,1,5
629474,2.98,0,12,3,32,5,9
628476,4.93,0,8,8,54,4,11
642601,3.88,0,11,8,18,2,7
609379,5.02,0,6,3,30,3,7
625772,5.58,0,9,6,20,3,8
624621,3.22,0,3,11,4,2,3
611888,4.9,0,6,7,35,4,8
607257,6.68,0,3,3,26,2,5
615171,4.85,0,3,7,17,3,4
641841,3.77,0,3,6,22,3,6
627415,2.56,0,3,17,17,2,6
611693,2.83,0,3,14,27,1,8
615465,4.66,0,3,8,29,1,8
625794,4.77,0,3,14,15,2,4
610777,5.34,0,3,3,19,2,5
612647,4.2,0,3,19,35,2,7
608675,0.0,0,3,20,11,1,5
619109,5.48,0,3,15,30,2,7
630189,4.18,0,3,7,18,2,5
615265,4.86,0,9,7,8,2,5
644206,5.94,0,3,12,23,3,7
614242,3.53,0,3,10,5,2,3
646555,4.74,0,3,15,18,2,5
609613,5.04,0,3,4,23,3,6
633122,6.82,0,3,13,31,3,6
609766,2.27,0,3,12,13,2,4
650369,3.27,0,3,7,20,2,5
643636,6.39,0,3,3,57,4,9
628949,2.82,0,2,8,4,2,3
617875,6.59,0,3,16,42,1,10
649583,0.0,0,3,9,12,3,5
610441,1.21,0,3,16,19,1,6
647304,3.96,0,11,10,17,1,6
624626,1.49,0,3,9,14,1,4
649761,4.73,0,16,6,26,3,8
624491,2.88,0,3,19,62,5,11
613002,5.25,0,3,4,63,5,8
646227,3.37,0,3,18,28,1,7
603385,0.0,0,3,7,6,2,4
644754,5.33,0,3,4,33,3,7
649647,4.73,0,3,14,17,2,5
610058,2.0,0,3,7,11,1,4
629467,4.73,0,6,9,19,2,7
615109,5.96,0,3,8,10,2,4
624559,3.52,0,12,5,9,1,4
616647,4.77,0,3,11,24,3,5
627092,2.84,0,3,12,19,3,5
628424,4.34,0,15,3,66,4,13
626712,2.77,0,3,8,16,1,4
650208,4.65,0,3,11,18,3,5
628892,0.0,0,10,5,2,2,5
615984,4.21,0,13,13,12,1,4
639495,4.62,0,3,22,34,3,8
608081,1.87,0,3,16,8,1,4
631262,1.34,0,3,15,10,1,3
631070,6.92,0,3,6,15,2,5
607089,3.78,0,11,4,18,2,5
635262,3.48,0,3,12,33,2,7
608300,0.0,0,3,9,9,1,4
604760,0.0,0,3,15,12,1,4
640879,2.69,0,8,8,13,3,6
645621,4.83,0,3,6,29,2,8
644186,5.16,0,3,5,19,2,6
603056,2.37,0,3,10,17,3,4
635251,5.65,0,3,4,46,3,9
606464,2.58,0,3,12,23,2,6
638467,8.63,0,13,2,11,2,4
615992,4.56,0,3,9,5,2,3
628279,5.19,0,3,3,31,3,7
618710,3.09,0,3,15,13,1,4
605650,1.41,0,3,17,10,1,5
606410,0.0,0,3,18,11,1,6
638948,4.18,0,10,7,9,2,4
604100,0.0,0,3,13,14,1,4
611582,4.83,0,3,20,17,1,6
611162,3.16,0,6,11,8,1,4
636531,3.47,0,3,13,19,3,5
608685,3.42,0,10,2,11,1,6
618890,4.7,0,5,4,15,2,6
620298,2.39,0,3,5,26,3,6
608789,2.5,0,3,12,12,1,4
604328,5.72,0,13,4,10,2,5
618621,8.63,0,13,2,19,2,5
628148,2.57,0,3,13,52,5,11
642313,4.98,0,13,2,27,5,9
638118,7.89,0,10,5,26,3,5
635002,4.88,0,3,9,15,3,5
613277,4.65,0,3,11,34,3,5
643375,2.9,0,3,7,9,2,3
606179,2.36,0,3,6,12,2,5
625914,5.0,0,3,12,17,2,5
640211,3.01,0,14,2,31,2,8
606532,0.0,0,16,17,21,1,6
638425,4.0,0,3,7,12,2,4
631433,2.74,0,3,8,18,1,3
644526,5.09,0,9,10,21,3,6
636711,5.36,0,3,9,34,3,6
608650,2.36,0,2,6,44,1,12
629432,4.72,0,3,11,16,2,5
613007,4.55,0,3,10,20,3,5
643106,3.67,0,3,8,24,3,5
604517,3.65,0,3,20,13,1,5
617902,8.63,0,13,2,26,2,7
603387,4.65,0,10,4,23,3,6
641267,0.37,0,10,4,7,1,4
48052,6.07,1,3,8,163,8,30
607485,2.77,0,18,2,9,1,5
650692,4.83,0,7,3,23,3,6
606180,3.27,0,2,8,12,1,4
616422,4.21,0,3,8,29,3,6
612476,3.26,0,3,5,15,1,4
620466,1.47,0,3,19,26,2,7
633305,4.97,0,3,7,37,2,7
643466,3.17,0,3,10,28,1,6
611260,0.0,0,3,8,31,4,8
628221,6.75,0,3,11,48,4,9
610278,4.95,0,11,9,23,3,7
631860,3.43,0,3,8,8,1,4
614215,2.51,0,3,8,13,1,4
640676,5.7,0,3,9,7,1,2
650934,4.66,0,3,14,42,3,11
626108,3.8,0,3,17,19,2,5
627533,3.89,0,3,13,20,3,6
619838,2.97,0,3,12,8,1,4
605748,0.0,0,13,5,13,1,4
640353,3.73,0,3,9,18,3,4
642196,5.0,0,3,11,24,4,7
605507,1.57,0,3,18,9,2,5
626976,4.76,0,3,6,36,2,7
642544,4.76,0,3,12,22,2,5
614472,4.9,0,5,6,54,7,11
631845,2.74,0,12,5,14,2,5
645247,4.58,0,3,3,44,4,7
631072,4.81,0,7,2,41,4,9
646130,4.69,0,3,11,29,2,5
639056,4.55,0,2,13,5,2,3
605438,4.72,0,13,8,17,2,5
650493,5.28,0,3,9,26,2,6
626701,3.08,0,3,8,30,4,6
650722,5.1,0,3,10,34,1,9
624277,3.81,0,3,12,7,1,3
633045,2.76,0,3,11,16,1,3
628576,4.69,0,3,16,46,6,10
624920,5.04,0,3,12,55,1,13
617863,4.79,0,14,4,31,7,10
643468,4.02,0,3,5,17,2,4
649511,5.31,0,3,7,62,5,8
643591,3.06,0,3,5,15,1,4
510530,0.0,0,5,24,21,3,8
617794,3.57,0,12,3,25,3,7
624218,5.36,0,3,4,19,2,4
639027,3.8,0,2,7,4,2,3
641577,4.93,0,16,6,47,4,11
648262,3.4,0,3,9,30,3,7
616708,4.96,0,7,8,32,6,9
631557,3.86,0,3,12,46,4,7
630788,4.77,0,3,8,18,2,4
615744,4.72,0,3,11,14,2,6
605516,0.0,0,3,10,14,1,4
618795,1.92,0,3,11,14,1,4
626774,3.14,0,3,13,35,2,7
614244,4.84,0,2,3,21,2,5
650857,4.54,0,3,17,34,3,8
617714,4.53,0,3,6,27,2,7
645963,4.88,0,3,14,17,1,6
638358,4.78,0,3,7,45,6,9
608838,3.58,0,3,3,15,2,4
629155,5.17,0,3,6,30,2,7
613126,4.52,0,3,11,21,2,5
631535,3.93,0,3,5,35,3,6
612884,2.41,0,2,10,17,1,5
629833,3.78,0,14,6,17,3,5
650337,4.68,0,11,7,24,3,7
632186,4.64,0,3,10,30,5,9
631444,2.95,0,3,6,12,3,4
650469,4.57,0,3,8,55,4,9
620377,3.67,0,3,16,7,1,3
610052,0.0,0,3,15,11,1,5
629705,4.68,0,10,2,46,4,10
642189,4.56,0,12,7,46,3,9
633403,3.44,0,15,6,4,2,4
620252,5.62,0,3,8,17,1,4
644697,2.86,0,3,15,14,2,4
617773,3.29,0,3,15,39,4,7
637313,4.57,0,3,8,13,1,5
620530,4.95,0,3,9,19,1,5
607390,2.96,0,6,10,11,1,5
637748,4.66,0,3,3,27,4,6
641987,2.54,0,17,6,6,2,4
635941,4.61,0,3,6,23,4,6
609385,1.94,0,3,21,26,2,4
626484,5.29,0,7,3,15,2,4
616011,4.4,0,12,5,47,3,12
643168,2.46,0,3,14,8,1,3
611723,5.4,0,2,8,27,3,6
607139,3.96,0,3,17,56,6,10
647047,4.6,0,14,2,4,2,5
643160,4.75,0,3,11,25,2,6
606938,2.32,0,3,13,24,1,6
635964,4.8,0,3,7,30,2,6
637181,3.32,0,3,10,12,3,5
604391,5.13,0,15,7,20,2,6
640736,3.32,0,14,4,37,3,6
632710,2.78,0,3,7,43,3,14
644513,5.38,0,3,9,17,4,6
642355,8.63,0,13,2,10,2,4
603422,4.82,0,10,8,18,1,4
629590,4.67,0,9,5,8,2,6
650986,8.63,0,13,2,28,2,9
604383,4.65,0,3,6,19,2,5
633109,4.78,0,16,4,36,4,10
604464,4.13,0,3,7,18,2,5
611231,5.01,0,7,10,31,3,6
605134,2.28,0,3,15,16,1,5
608103,4.33,0,3,2,35,2,8
632496,3.63,0,3,8,12,2,3
610816,3.23,0,8,20,69,9,17
609815,4.92,0,11,5,44,4,9
612097,4.61,0,9,3,56,4,13
614377,5.99,0,3,5,36,1,9
642770,4.14,0,3,15,33,2,6
632109,3.24,0,3,5,32,4,8
624416,4.96,0,6,13,16,3,5
627514,7.26,0,3,5,41,4,7
608758,3.22,0,3,11,13,2,4
637167,0.0,0,3,13,10,1,4
648254,2.53,0,3,12,6,2,3
612761,5.33,0,3,5,17,2,4
644590,5.31,0,8,7,48,2,12
643206,2.74,0,3,15,9,1,3
616820,5.48,0,3,8,31,3,8
610499,5.52,0,3,3,22,2,5
609961,3.65,0,6,3,16,2,5
607967,2.95,0,5,3,19,1,5
612215,3.76,0,3,9,36,2,7
607627,3.1,0,3,11,11,1,5
609072,4.56,0,3,13,8,1,4
648367,4.21,0,3,10,16,2,5
641713,5.15,0,3,15,27,5,6
639307,4.07,0,3,10,26,1,6
608889,7.05,0,3,14,38,5,8
611639,3.7,0,3,4,29,3,7
637841,4.62,0,3,15,33,2,7
631004,3.21,0,3,7,22,2,5
624538,5.26,0,3,15,40,6,9
624113,5.64,0,3,12,13,1,3
607737,7.89,0,10,5,22,3,5
618853,3.44,0,3,7,18,3,5
645991,3.02,0,3,15,18,3,5
636080,4.36,0,3,12,15,1,4
631710,4.62,0,3,13,6,1,3
605023,5.34,0,3,10,76,4,12
605927,2.52,0,10,4,57,2,5
614313,8.63,0,13,2,15,2,6
607442,3.86,0,5,7,36,4,8
648362,4.59,0,3,8,34,2,6
648757,3.89,0,16,2,23,2,7
630890,4.05,0,12,5,26,3,6
642768,3.46,0,3,11,30,3,6
641700,4.0,0,14,7,11,1,4
621062,4.87,0,3,4,21,2,5
642816,2.9,0,3,25,16,2,7
625709,4.38,0,3,9,24,3,6
649785,3.03,0,3,8,41,3,8
606898,5.24,0,3,6,40,4,8
632614,4.24,0,3,6,33,2,6
613654,4.75,0,3,8,58,5,12
636250,5.49,0,3,8,19,3,5
610696,3.86,0,2,8,54,2,13
633585,4.13,0,9,9,7,1,5
603746,5.09,0,10,9,25,3,8
609107,3.22,0,3,21,7,1,6
649998,4.06,0,3,15,13,2,5
639271,2.54,0,10,8,16,3,5
635419,2.71,0,3,11,28,3,5
636976,4.83,0,3,13,26,2,6
644061,3.78,0,3,5,54,1,9
650900,4.85,0,7,2,23,3,6
608929,0.76,0,3,19,10,1,6
607756,3.83,0,3,13,18,2,5
615350,4.55,0,14,5,27,3,7
605013,4.22,0,3,7,38,2,6
603891,4.95,0,3,11,14,1,3
643043,0.0,0,3,8,12,1,4
617975,4.67,0,3,11,19,1,4
641578,8.63,0,13,2,8,2,4
648540,3.92,0,3,10,21,1,6
637678,2.12,0,2,12,23,2,6
649972,5.72,0,13,4,25,3,7
632910,4.9,0,3,15,29,4,5
608031,4.91,0,13,4,16,1,5
647089,4.0,0,3,9,11,1,5
644205,5.07,0,3,6,15,2,6
611880,5.22,0,3,4,40,3,9
640845,4.58,0,2,5,48,3,10
637650,4.54,0,3,11,12,1,4
643245,4.7,0,3,7,42,5,9
645701,4.69,0,13,7,19,1,6
606362,4.81,0,3,5,6,1,4
628583,4.95,0,3,8,58,6,11
638770,4.07,0,10,6,19,2,5
607151,2.0,0,3,22,35,2,8
50688,0.0,0,8,11,0,0,2
636929,4.57,0,11,8,29,3,6
610965,3.29,0,7,5,38,4,10
636107,6.87,0,10,6,40,2,10
613681,4.23,0,7,9,16,1,5
610865,3.62,0,6,3,38,3,7
612696,1.61,0,3,11,31,1,7
625192,2.37,0,10,5,15,1,6
639024,4.68,0,3,15,8,2,3
644859,4.32,0,3,11,17,1,3
629981,5.33,0,3,6,76,7,19
603676,2.7,0,5,5,13,1,4
626146,3.84,0,6,5,22,3,5
615999,4.67,0,9,9,9,2,4
605152,2.6,0,3,13,12,1,4
629866,3.84,0,2,5,42,6,9
612985,3.56,0,2,10,27,3,7
611055,4.75,0,13,5,68,4,17
611809,4.54,0,5,13,18,2,6
617327,4.68,0,10,4,19,2,6
618574,3.77,0,3,13,21,2,7
603913,6.2,0,3,8,9,2,4
612947,0.0,0,13,21,18,1,5
641255,4.78,0,3,8,28,3,5
632556,4.42,0,3,10,14,2,4
633375,4.7,0,3,9,41,3,8
607592,4.77,0,3,11,14,2,4
641838,4.91,0,10,3,29,2,6
608383,3.52,0,3,11,27,1,5
628537,3.84,0,3,3,27,3,7
630379,4.94,0,3,6,53,4,7
650528,4.82,0,7,2,23,3,6
604288,3.34,0,3,15,20,2,5
606639,2.57,0,3,12,20,1,4
611690,4.3,0,3,10,41,6,9
639739,3.8,0,3,9,32,3,6
635245,5.65,0,3,4,38,3,7
615441,4.27,0,3,13,31,2,6
630602,5.14,0,3,9,33,2,9
620059,3.6,0,11,8,19,1,5
645103,4.53,0,3,9,17,2,4
618204,4.73,0,4,12,10,1,4
626525,3.59,0,3,10,8,2,3
618907,4.91,0,3,5,32,3,7
619412,4.9,0,3,10,15,2,5
636734,4.12,0,8,5,10,2,4
610428,3.52,0,3,10,13,3,5
634126,4.31,0,19,4,31,6,11
638555,3.79,0,3,9,25,2,6
626199,4.79,0,3,9,6,2,3
642953,0.0,0,3,6,9,1,4
604297,5.37,0,12,8,27,3,7
618563,5.04,0,7,6,74,1,18
641290,0.0,0,15,6,21,3,8
631329,2.82,0,12,5,27,3,8
638433,4.6,0,13,8,33,2,6
636227,4.68,0,3,13,10,2,4
628659,4.7,0,2,8,25,3,6
619287,1.78,0,3,15,13,1,3
642997,3.16,0,3,6,7,1,4
612472,5.28,0,3,3,23,3,6
639618,5.21,0,3,14,32,2,5
625595,5.0,0,3,12,22,3,6
610200,6.58,0,3,11,42,5,9
639086,3.92,0,3,18,23,1,4
630142,1.3,0,3,14,41,4,9
630427,4.94,0,6,7,24,2,6
604210,0.0,0,10,7,38,3,6
644285,4.53,0,12,6,30,1,10
643520,4.02,0,2,12,14,2,5
604789,3.72,0,2,8,14,2,4
648357,5.12,0,5,8,22,2,8
638731,4.06,0,5,14,21,1,7
626111,0.0,0,9,3,33,3,7
645072,3.38,0,5,10,20,3,6
620376,3.51,0,7,5,9,2,4
639436,4.8,0,3,10,12,2,5
643108,3.64,0,3,14,8,1,3
632231,3.02,0,3,6,12,3,4
611214,5.4,0,2,8,28,3,6
616664,3.87,0,3,8,26,3,5
