index,rank,Protocol,Domain,Primary,Path,Num_Paths,Num_Symbol
247817,3.54,0,3,11,21,2,5
95694,2.92,0,3,11,15,1,5
494114,4.93,0,11,8,20,4,6
49724,5.58,0,9,6,20,3,5
129779,4.58,0,3,8,9,1,4
407679,4.72,0,13,5,22,2,6
578609,0.0,0,3,16,0,0,2
393769,5.0,0,3,4,42,4,6
46603,4.54,0,3,10,9,2,4
485818,5.81,0,3,8,36,4,8
499592,4.73,0,3,12,13,3,5
162030,4.18,0,3,3,15,1,3
28979,3.22,0,3,18,19,2,5
431372,5.48,0,3,5,9,2,4
587315,3.54,0,3,12,5,2,4
349221,2.4,0,3,8,16,1,4
572879,2.92,0,3,17,13,1,4
556694,2.25,0,3,11,7,2,3
250299,4.32,0,11,3,6,2,5
459927,1.37,1,2,4,183,7,41
64760,4.77,0,3,6,54,7,12
191355,2.78,0,3,10,10,2,4
360194,4.67,0,8,4,11,3,5
492588,2.79,0,3,12,18,1,5
232568,0.0,0,3,4,12,1,4
447427,3.6,0,3,11,6,1,4
323408,2.88,0,3,7,12,2,3
21296,4.54,0,3,8,23,2,5
344951,5.12,0,7,5,13,3,5
414799,3.7,0,2,6,9,1,3
276002,3.29,0,3,4,8,2,4
377720,4.63,0,3,8,30,3,6
337551,2.32,0,3,27,10,1,3
85687,4.53,0,3,8,18,2,5
100204,3.34,0,3,11,13,3,5
482825,4.75,0,7,4,26,4,8
330400,3.85,0,3,5,25,2,5
51242,4.52,0,3,12,16,3,5
141555,5.38,0,3,15,12,2,5
565002,2.7,0,3,12,9,1,4
560867,0.0,0,3,6,18,3,6
29007,5.72,0,13,4,40,3,7
396213,4.29,0,3,8,15,1,5
558875,3.3,0,15,3,0,0,2
188802,4.23,0,3,12,21,3,6
8932,5.72,0,13,4,14,2,6
5628,4.57,0,9,4,19,2,6
407779,3.28,0,3,11,12,1,4
389,2.0,0,10,5,20,2,4
222517,4.91,0,3,8,14,2,5
223581,2.07,0,3,8,11,2,4
444699,3.56,0,2,3,32,4,7
485667,4.7,0,3,10,11,1,5
302227,4.72,0,3,9,25,2,6
7781,4.76,0,3,6,26,4,7
339258,4.48,0,3,10,13,2,4
447762,3.26,0,3,5,20,2,5
84510,5.63,0,3,8,24,2,4
478350,4.73,0,3,5,7,1,4
457820,4.62,0,3,11,9,1,4
146362,5.74,0,3,9,19,3,5
52502,4.6,0,11,4,24,3,7
556182,5.67,0,11,4,19,2,6
34418,5.65,0,3,12,15,2,5
41202,10.0,1,3,7,78,7,18
559592,3.1,0,6,4,19,2,9
110996,5.69,0,3,17,12,1,4
577258,1.32,0,3,9,11,2,6
146767,4.83,0,3,6,30,2,6
436942,4.54,0,3,12,21,2,7
566529,0.0,0,0,27,0,0,3
331350,2.26,0,3,8,12,1,4
233793,3.51,0,3,11,10,2,4
16060,4.59,0,9,5,22,4,8
568820,0.0,0,10,10,10,1,4
513514,4.61,0,3,14,12,1,4
350416,2.36,0,3,13,7,1,5
601785,2.54,0,2,6,10,1,5
114400,4.24,0,3,8,12,3,5
54217,4.6,0,3,6,16,2,5
160200,3.97,0,2,6,30,3,7
450681,1.82,0,2,4,12,1,4
369438,3.5,0,3,7,26,3,5
569807,2.12,0,3,7,11,1,4
515091,4.6,0,10,3,13,2,7
360,3.54,0,3,7,17,2,5
594589,0.0,0,3,6,13,2,5
246923,4.54,0,3,16,17,2,4
271003,5.62,0,3,3,19,2,5
513247,3.92,0,7,7,5,2,4
104336,3.56,0,3,8,12,2,4
492207,4.99,0,3,7,19,2,5
459725,4.58,0,8,2,40,3,10
463149,4.98,0,3,7,18,3,5
421259,4.64,0,3,8,26,3,6
171506,4.62,0,6,2,9,1,5
482680,4.34,0,3,12,20,2,5
478165,2.93,0,6,3,20,2,6
268659,5.28,0,3,3,19,2,5
561161,2.27,0,3,13,22,2,5
150909,1.6,0,3,11,9,1,4
445185,3.01,0,12,8,17,2,6
238364,3.37,0,6,8,11,2,5
24756,2.52,0,3,10,13,1,4
306807,4.73,0,12,8,21,2,9
88150,4.85,0,12,8,3,2,4
498969,3.19,0,3,10,22,3,4
19668,3.28,0,3,8,23,1,5
473131,4.54,0,3,14,34,3,6
275057,4.6,0,2,7,23,2,5
343060,0.0,0,3,6,17,1,4
42300,4.46,0,3,6,10,2,3
427861,4.35,0,3,15,34,3,7
515928,5.27,0,3,5,10,2,3
324011,4.91,0,14,4,13,1,4
84149,4.78,0,3,7,14,2,5
35251,4.63,0,6,5,5,1,3
109405,4.96,0,10,4,23,2,6
291466,4.83,0,3,5,10,3,5
439409,4.82,0,2,7,3,2,4
130725,5.99,0,3,5,9,1,5
37082,4.82,0,14,2,34,5,10
180669,4.6,0,7,4,10,2,5
53417,2.18,0,3,8,12,2,4
177974,4.57,0,8,4,38,4,8
225332,3.23,1,3,7,91,7,14
241794,3.85,0,3,10,21,2,5
319045,3.21,0,3,8,7,1,4
442710,4.8,0,13,4,22,2,6
372971,5.55,0,16,4,23,3,6
87914,7.89,0,10,5,22,3,5
94221,5.74,0,3,9,21,3,5
384846,4.85,0,3,6,5,1,4
336300,4.03,0,5,5,8,1,5
417703,4.53,0,3,7,10,1,3
596203,0.0,0,10,9,9,1,4
233827,2.99,0,3,13,8,1,4
30108,3.57,0,2,15,28,2,7
303758,7.24,0,3,5,33,5,8
429668,3.15,0,11,5,20,2,7
167015,3.06,0,3,18,10,2,5
396614,2.55,0,3,20,14,2,4
481189,4.64,0,3,8,28,3,6
221787,4.56,0,3,11,12,1,4
66270,2.55,0,4,9,8,2,4
573872,2.48,0,7,7,11,2,6
399971,4.53,0,5,6,12,1,4
440007,1.63,0,3,14,11,1,4
234908,3.76,0,5,6,9,1,5
488408,4.87,0,12,4,11,3,5
336889,4.53,0,3,9,9,1,4
237235,4.05,0,3,12,5,2,4
381082,7.25,0,3,3,43,4,7
594548,0.0,0,3,7,11,1,4
26789,3.69,0,9,5,14,2,5
557286,2.03,0,3,12,7,1,3
459705,5.49,0,3,9,12,2,5
28787,6.46,0,9,4,30,4,8
454666,2.31,0,3,13,15,2,6
133273,3.79,0,3,13,14,1,4
228846,4.75,0,3,7,48,4,9
437192,5.0,0,3,14,12,2,5
455853,2.63,0,3,12,18,1,5
317004,3.39,0,3,6,22,3,6
428758,2.7,0,2,9,11,1,7
127047,4.61,0,11,4,14,2,5
248459,4.56,0,11,7,23,3,7
183502,4.63,0,9,7,21,4,8
113841,4.53,0,3,15,20,2,5
316959,4.53,0,14,5,4,2,5
464283,4.65,0,3,3,12,2,4
224582,4.54,0,3,9,7,2,5
29965,4.92,0,7,4,24,4,7
514875,4.97,0,3,10,17,2,4
344689,5.38,0,3,10,11,2,4
288032,3.78,0,6,9,14,2,6
53990,1.78,0,3,7,14,1,4
262784,4.82,0,3,4,18,2,5
356344,2.39,0,4,7,17,1,6
484061,5.74,0,3,9,24,3,5
469661,2.86,0,3,8,13,1,4
352020,4.88,0,3,3,25,3,5
213012,4.29,0,3,12,15,1,4
328639,4.58,0,3,9,18,3,5
113590,0.0,0,12,7,8,1,4
